word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
set,set,The system shall provide the ability for individual orders in an order set to be selected or deselected by the user.,Software/IT,0.963,0.944,1.0,0.0,True,Intra-Domain,Software/IT,fix in a border,Software/IT,apply or start,"The word ""set"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] fix in a border (context similarity=0.16)
  Candidate sense 2: [Software/IT] apply or start (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
user,user,The system shall provide the ability for individual orders in an order set to be selected or deselected by the user.,Software/IT,0.528,0.758,0.1,0.0,False,None,Software/IT,a person who takes drugs,,,"The word ""user"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a person who takes drugs (context similarity=0.18)
  Candidate sense 2: [Software/IT] a person who makes use of a thing; someone who uses or employs something (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
number,number,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.841,0.81,0.9,0.5,True,Intra-Domain,General,the number is used in calling a particular telephone,General,an item of merchandise offered for sale,"The word ""number"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [General] the number is used in calling a particular telephone (context similarity=0.32)
  Candidate sense 2: [General] an item of merchandise offered for sale (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
column,column,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.843,0.92,0.7,0.5,True,Inter-Domain,General,a vertical array of numbers or other information,Software/IT,an article giving opinions or perspectives,"The word ""column"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [General] a vertical array of numbers or other information (context similarity=0.16)
  Candidate sense 2: [Software/IT] an article giving opinions or perspectives (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
indicate,indicates,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.43,0.5,0.3,0.5,False,None,Healthcare,be a signal for or a symptom of,,,"The word ""indicate"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Healthcare] be a signal for or a symptom of (context similarity=0.00)
  Candidate sense 2: [General] indicate a place, direction, person, or thing; either spatially or figuratively (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""General"")."
number,number,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.841,0.81,0.9,0.5,True,Intra-Domain,General,the number is used in calling a particular telephone,General,an item of merchandise offered for sale,"The word ""number"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [General] the number is used in calling a particular telephone (context similarity=0.32)
  Candidate sense 2: [General] an item of merchandise offered for sale (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
insurance,insurance,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.633,0.92,0.1,0.0,False,None,Finance/Business,promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company,,,"The word ""insurance"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Finance/Business] promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company (context similarity=0.18)
  Candidate sense 2: [Finance/Business] written contract or certificate of insurance (context similarity=0.15)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
company,companies,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.892,0.995,0.7,0.0,True,Intra-Domain,Software/IT,crew of a ship including the officers; the whole force or personnel of a ship,Software/IT,an institution created to conduct business,"The word ""company"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] crew of a ship including the officers; the whole force or personnel of a ship (context similarity=0.08)
  Candidate sense 2: [Software/IT] an institution created to conduct business (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
payment,payment,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.63,0.915,0.1,0.0,False,None,Finance/Business,an act of requiting; returning in kind,,,"The word ""payment"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Finance/Business] an act of requiting; returning in kind (context similarity=0.07)
  Candidate sense 2: [Finance/Business] a sum of money paid or a claim discharged (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
create,create,(1) Uses and disclosures to create de-identified information.,General,0.771,0.97,0.4,0.5,True,Intra-Domain,Software/IT,make or cause to be or to become,Software/IT,create by artistic means,"The word ""create"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] make or cause to be or to become (context similarity=0.22)
  Candidate sense 2: [Software/IT] create by artistic means (context similarity=0.21)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
identify,identified,(1) Uses and disclosures to create de-identified information.,General,0.79,1.0,0.4,0.0,True,Intra-Domain,Software/IT,consider (oneself) as similar to somebody else,Software/IT,consider to be equal or the same,"The word ""identify"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] consider (oneself) as similar to somebody else (context similarity=0.20)
  Candidate sense 2: [Software/IT] consider to be equal or the same (context similarity=0.20)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
information,information,(1) Uses and disclosures to create de-identified information.,General,0.523,0.644,0.3,0.0,False,None,General,(communication theory) a numerical measure of the uncertainty of an outcome,,,"The word ""information"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] (communication theory) a numerical measure of the uncertainty of an outcome (context similarity=0.17)
  Candidate sense 2: [General] a message received and understood (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
solution,solution,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.08)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.08)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
provide,provide,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.789,0.945,0.5,0.5,True,Intra-Domain,General,take measures in preparation for,General,make a possibility or provide opportunity for; permit to be attainable or cause to remain,"The word ""provide"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.06)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
capability,capabilities,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.36,0.5,0.1,0.5,False,None,Software/IT,the quality of being capable -- physically or intellectually or legally,,,"The word ""capability"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] the quality of being capable -- physically or intellectually or legally (context similarity=0.00)
  Candidate sense 2: [Healthcare] the susceptibility of something to a particular treatment (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
indicate,indicating,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.43,0.5,0.3,0.5,False,None,Healthcare,be a signal for or a symptom of,,,"The word ""indicate"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Healthcare] be a signal for or a symptom of (context similarity=0.00)
  Candidate sense 2: [General] indicate a place, direction, person, or thing; either spatially or figuratively (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""General"")."
time,time,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.906,0.964,0.8,0.0,True,Intra-Domain,Software/IT,a reading of a point in time as given by a clock,Software/IT,a period of time considered as a resource under your control and sufficient to accomplish something,"The word ""time"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a reading of a point in time as given by a clock (context similarity=0.12)
  Candidate sense 2: [Software/IT] a period of time considered as a resource under your control and sufficient to accomplish something (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
stamp,stamp,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.876,0.971,0.7,1.0,True,Inter-Domain,Finance/Business,a small piece of adhesive paper that is put on an object to show that a government tax has been paid,Software/IT,a type or class,"The word ""stamp"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Finance/Business] a small piece of adhesive paper that is put on an object to show that a government tax has been paid (context similarity=0.16)
  Candidate sense 2: [Software/IT] a type or class (context similarity=0.15)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Software/IT"")."
object,object,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.754,0.999,0.3,0.0,True,Intra-Domain,General,(computing) a discrete item that provides a description of virtually anything known to a computer,General,the focus of cognitions or feelings,"The word ""object"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [General] (computing) a discrete item that provides a description of virtually anything known to a computer (context similarity=0.08)
  Candidate sense 2: [General] the focus of cognitions or feelings (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
extraction,extraction,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.481,0.686,0.1,0.5,False,None,General,the action of taking out something (especially using effort or force),,,"The word ""extraction"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [General] the action of taking out something (especially using effort or force) (context similarity=0.16)
  Candidate sense 2: [General] the process of obtaining something from a mixture or compound by chemical or physical or mechanical means (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
user,user,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.528,0.758,0.1,0.0,False,None,Software/IT,a person who takes drugs,,,"The word ""user"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a person who takes drugs (context similarity=0.12)
  Candidate sense 2: [Software/IT] a person who makes use of a thing; someone who uses or employs something (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
scope,scope,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.668,0.92,0.2,0.5,False,None,Legal/Regulatory,an area in which something acts or operates or has power or control:,,,"The word ""scope"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] an area in which something acts or operates or has power or control: (context similarity=0.08)
  Candidate sense 2: [Software/IT] a magnifier of images of distant objects (context similarity=0.06)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""Software/IT"")."
practice,practice,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.576,0.724,0.3,1.0,False,None,Legal/Regulatory,carry out or practice; as of jobs and professions,,,"The word ""practice"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] carry out or practice; as of jobs and professions (context similarity=0.19)
  Candidate sense 2: [Healthcare] avail oneself to (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""Healthcare"")."
policy,policy,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.567,0.818,0.1,0.5,False,None,Finance/Business,written contract or certificate of insurance,,,"The word ""policy"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Finance/Business] written contract or certificate of insurance (context similarity=0.16)
  Candidate sense 2: [Legal/Regulatory] a plan of action adopted by an individual or social group (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Legal/Regulatory"")."
law,law,The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with user's scope or practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.701,0.809,0.5,0.5,False,None,Legal/Regulatory,the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system,,,"The word ""law"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system (context similarity=0.13)
  Candidate sense 2: [General] legal document setting forth rules governing a particular kind of activity (context similarity=0.09)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""General"")."
solution,solution,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.10)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.09)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
provide,provide,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.685,0.785,0.5,0.5,False,None,General,take measures in preparation for,,,"The word ""provide"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.07)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
provider,provider,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.606,0.933,0.0,1.0,False,None,Finance/Business,someone who provides the means for subsistence,,,"The word ""provider"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] someone who provides the means for subsistence (context similarity=0.09)
  Candidate sense 2: [Healthcare] someone whose business is to supply a particular service or commodity (context similarity=0.08)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Healthcare"")."
verify,verify,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.469,0.613,0.2,1.0,False,None,Finance/Business,confirm the truth of,,,"The word ""verify"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] confirm the truth of (context similarity=0.24)
  Candidate sense 2: [Software/IT] attach or append a legal verification to (a pleading or petition) (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Software/IT"")."
originate,originated,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.035,0.0,0.1,0.0,False,None,Software/IT,come into existence; take on form or shape,,,"The word ""originate"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] come into existence; take on form or shape (context similarity=0.08)
  Candidate sense 2: [Software/IT] bring into being (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
inclusion,inclusion,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.719,0.999,0.2,1.0,False,None,Networking,the relation of comprising something,,,"The word ""inclusion"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Networking] the relation of comprising something (context similarity=0.24)
  Candidate sense 2: [General] any small intracellular body found within another (characteristic of certain diseases) (context similarity=0.24)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Networking"" vs. ""General"")."
record,record,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.833,0.959,0.6,0.0,True,Intra-Domain,Healthcare,the sum of recognized accomplishments,Healthcare,a compilation of the known facts regarding something or someone,"The word ""record"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] the sum of recognized accomplishments (context similarity=0.15)
  Candidate sense 2: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
solution,solution,The solution should protect audit information and audit tools from unauthorized access  modification  and deletion.,Legal/Regulatory,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.10)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.09)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
information,information,The solution should protect audit information and audit tools from unauthorized access  modification  and deletion.,Legal/Regulatory,0.523,0.644,0.3,0.0,False,None,General,(communication theory) a numerical measure of the uncertainty of an outcome,,,"The word ""information"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [General] (communication theory) a numerical measure of the uncertainty of an outcome (context similarity=0.10)
  Candidate sense 2: [General] a message received and understood (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
tool,tools,The solution should protect audit information and audit tools from unauthorized access  modification  and deletion.,Legal/Regulatory,0.07,0.0,0.2,0.5,False,None,Healthcare,the means whereby some act is accomplished,,,"The word ""tool"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Healthcare] the means whereby some act is accomplished (context similarity=0.07)
  Candidate sense 2: [Software/IT] an implement used in the practice of a vocation (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
access,access,The solution should protect audit information and audit tools from unauthorized access  modification  and deletion.,Legal/Regulatory,0.768,0.967,0.4,0.5,True,Inter-Domain,Software/IT,the act of approaching or entering,General,(computer science) the operation of reading or writing stored information,"The word ""access"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] the act of approaching or entering (context similarity=0.11)
  Candidate sense 2: [General] (computer science) the operation of reading or writing stored information (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
modification,modification,The solution should protect audit information and audit tools from unauthorized access  modification  and deletion.,Legal/Regulatory,0.631,0.862,0.2,0.5,False,None,Software/IT,slightly modified copy; not an exact copy,,,"The word ""modification"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] slightly modified copy; not an exact copy (context similarity=0.16)
  Candidate sense 2: [General] the act of making something different (as e.g. the size of a garment) (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
deletion,deletion,The solution should protect audit information and audit tools from unauthorized access  modification  and deletion.,Legal/Regulatory,0.601,0.817,0.2,0.5,False,None,Software/IT,the act of deleting something written or printed,,,"The word ""deletion"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] the act of deleting something written or printed (context similarity=0.14)
  Candidate sense 2: [General] any process whereby sounds or words are left out of spoken words or phrases (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
solution,solution,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.09)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.09)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
retention,Retention,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.542,0.78,0.1,0.0,False,None,Software/IT,the act of retaining something,,,"The word ""retention"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the act of retaining something (context similarity=0.12)
  Candidate sense 2: [Software/IT] the power of retaining liquid (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
destruction,Destruction,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.636,0.925,0.1,0.5,False,None,Software/IT,the termination of something by causing so much damage to it that it cannot be repaired or no longer exists,,,"The word ""destruction"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the termination of something by causing so much damage to it that it cannot be repaired or no longer exists (context similarity=0.08)
  Candidate sense 2: [General] an event (or the result of an event) that completely destroys something (context similarity=0.07)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
provide,provide,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.685,0.785,0.5,0.5,False,None,General,take measures in preparation for,,,"The word ""provide"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.07)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
destroy,destroy,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.635,0.869,0.2,0.0,False,None,Software/IT,"do away with, cause the destruction or undoing of",,,"The word ""destroy"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] do away with, cause the destruction or undoing of (context similarity=0.16)
  Candidate sense 2: [Software/IT] destroy completely; damage irreparably (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
record,record,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.839,0.967,0.6,0.5,True,Intra-Domain,Healthcare,a compilation of the known facts regarding something or someone,Healthcare,the sum of recognized accomplishments,"The word ""record"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.15)
  Candidate sense 2: [Healthcare] the sum of recognized accomplishments (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
information,information,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.638,0.82,0.3,0.5,False,None,Software/IT,a collection of facts from which conclusions may be drawn,,,"The word ""information"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a collection of facts from which conclusions may be drawn (context similarity=0.14)
  Candidate sense 2: [General] (communication theory) a numerical measure of the uncertainty of an outcome (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
support,Support,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.942,0.965,0.9,1.0,True,Inter-Domain,Legal/Regulatory,something providing immaterial assistance to a person or cause or interest,Software/IT,supporting structure that holds up or provides a foundation,"The word ""support"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Legal/Regulatory] something providing immaterial assistance to a person or cause or interest (context similarity=0.13)
  Candidate sense 2: [Software/IT] supporting structure that holds up or provides a foundation (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""Software/IT"")."
groups,Groups,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.36,0.5,0.1,0.0,False,None,Software/IT,any number of entities (members) considered as a unit,,,"The word ""groups"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] any number of entities (members) considered as a unit (context similarity=0.00)
  Candidate sense 2: [Software/IT] (chemistry) two or more atoms bound together as a single unit and forming part of a molecule (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
populations,Populations,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.43,0.5,0.3,0.0,False,None,Software/IT,the people who inhabit a territory or state,,,"The word ""populations"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] the people who inhabit a territory or state (context similarity=0.00)
  Candidate sense 2: [Software/IT] a group of organisms of the same species inhabiting a given area (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
